title,id,content,time
['亚洲丁苯橡胶价格自10月中旬下跌6%，跌势可能延续'],b479bca4-9e97-11e8-9960-000c29c468ed,"['\u3000\u300016日市场人士表示，由于需求疲软，供应充足，加上原料丁二烯（BD）成本进一步下跌，亚洲丁苯橡胶（SBR）现货价格可能在未来几周继续阴跌。', '\u3000\u3000ICIS数据显示，11月14日1502松香丁苯价格在2300-2350美元/吨（合1794-1833欧元/吨）CIF中国，环比下跌150美元/吨。', '\u3000\u3000一东北亚生产商表示：“由于全球汽车业低迷，预计SBR需求将持续走软。”', '\u3000\u3000市场人士表示，由于欧债危机持续，下游汽车业衰退，亚洲成为了欧洲过剩SBR的接收方。', '\u3000\u3000该生产商还表示：“由于欧洲把过剩的SBR存货销往亚洲，我们与欧洲供应商的竞争愈发激烈。”', '\u3000\u3000SBR主要用于制造汽车轮胎。在全球经济衰退背景下，汽车市场低迷，轮胎业的销售业绩大幅下滑。', '\u3000\u3000在欧洲，全球汽车生产商包括通用、福特和标致已经宣布由于欧债危机，市场需求疲软，计划关闭部分装配线降低成本并大幅裁员，从而减产。', '\u3000\u3000预计通用在2012年底将在欧洲减少2600个岗位，福特位于英国和比利时的3套装置分别计划于明年和2014年停车，并裁员6200人。另外，标致将裁员8000人，并关闭巴黎附近的一家工厂。', '\u3000\u3000当地媒体报道，美国轮胎生产商固特异轮胎橡胶公司计划在北罗来纳州费耶特维尔的轮胎厂裁员200人。该厂员工总数为2750人，为客车和轻型卡车生产轮胎。', '\u3000\u3000美国钢铁联合工会表示，日产量从3.8万只轮胎减至2.9万至。', '\u3000\u3000另外，中日在东海的领土争端也对中国汽车业产生了负面影响。', '\u3000\u3000由于中国消费者拒绝购买日本车，在中国开展业务的日本汽车制造商，包括丰田、尼桑和本田，不得不选择减产。', '\u3000\u3000中国汽车工业协会表示，10月日本客车在中国销量同比暴跌59.4%至9.89万辆，环比下跌38.2%。', '\u3000\u3000中国是世界最大的汽车市场，也是主要的轮胎生产中心。', '\u3000\u3000然而，由于全球汽车市场总体疲软，中国轮胎生产商降低开工率导致原材料SBR消耗量减少。', '\u3000\u3000一中国SBR生产商指出：“下游轮胎生产商需求低迷，加上SBR供应商不得不在财年结束前清货，SBR价格将进一步下跌。”', '\u3000\u3000原料BD价格下跌也拉低了SBR价格。SBR有70%的成分和生产成本来自BD。', '\u3000\u3000ICIS数据显示，亚洲上周BD价格在1650-1700美元/吨（CFR东北亚），自10月中旬下滑超过200美元/吨。', '\u3000\u3000一市场人士表示：“由于原料BD成本下跌，SBR价格短期恐难以反弹。”', '\xa0', '\u3000\u3000了解更多安迅思化工资讯，请浏览安迅思化工网页：', '\u3000\u3000http://www.icis-china.com/Chemease/information/Default.aspx']",['2012-11-19']
['美钛白粉生产商将迎曙光'],b5e6746a-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000受累于全球经济不景气，美国钛白粉市场疲软已经持续了一年左右。不过最近钛白粉主要下游领域建筑行业已显示出复苏迹象，钛白粉生产商由此预计行情下行趋势将走到尽头，市场需求增长可能推动价格在明年年初反弹，只是目前仍处于传统需求淡季，今年年底之前钛白粉市场仍将维持低迷行情。', '\u3000\u3000美国主要钛白粉生产商亨斯迈公司CEO彼得·亨斯迈近日表示：“我们相信今年第四季度末下游生产商将完成库存清理，2013年上半年需求将稳中有增。”杜邦公司和洛克伍德公司也认为，随着油漆和涂料关键下游消费领域房地产市场的复苏，钛白粉需求将增加。美国房地产商协会在其最近发布的半年度住房需求预测中表示，2012年新房开工量将比2011年增加近22%。此外，杜邦公司投资者关系副总裁卡伦·弗莱彻表示，欧洲经济将趋稳，中国未来在基础设施领域的投资将更多，这一切都将促进美国钛白粉市场向好。由于看好行业前景，杜邦仍将致力于钛白粉业务投资计划，预计2014年年底或2015年年初实施，包括在位于墨西哥的阿尔塔米拉工厂新增20万吨/年生产线，并对位于美国、墨西哥和中国台湾15万吨/年装置进行升级改造。', '\u3000\u3000一家建筑涂料生产商预计明年其对钛白粉需求增长率在10%左右，库存不再高企，价格也将不断上涨。而在此之前，因为处于典型的季节性需求淡季，清理库存仍将继续。还有的钛白粉用户表示，在今年年底之前不会实施任何购买钛白粉的计划，等待价格进一步下跌，这样明年就可以以更低的成本生产涂料。美国主要涂料生产商宣伟公司也称，按照惯例，第四季度将降低开工率以减少产量。宣伟公司CEO克里斯托弗·康纳强调，钛白粉生产商和买家必须再忍受一段时间的价格下跌。', '\u3000\u3000与此同时，在降本增效理念的影响下，许多生产商正在积极寻找低成本替代技术，如在底漆中使用低成本的硫酸法钛白粉。亨斯迈也表示：“过去两年所有增加的产能全部采用硫酸法工艺，而且没有一家客户愿意花费更多的资金购买氯化法二氧化钛。”一些下游用户也在升级工艺以减少钛白粉用量。一家涂料生产商表示，由于改变了配方，提高了原料使用效率，明年春季企业将减少15%~20%的钛白粉购买量。因此，短期内钛白粉价格难以再现往日辉煌。']",['2012-11-19']
['加勒比海域发现天然气田'],b78a4a3a-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000哥伦比亚石油公司11月8日宣布，该公司与巴西石油公司在哥伦比亚北部玻利瓦尔省以北的加勒比海域发现一处天然气田。该天然气干气田深度为3300米，由“马帕尔1号”钻井所发现。这一钻井属于哥伦比亚石油公司及其子公司和巴西石油公司于2007年共同投资的项目，哥巴投资各占72.56%和27.44%。该气田的具体产量目前仍不明。', '\u3000\u3000哥伦比亚石油公司总裁哈维尔·古铁雷斯说，哥伦比亚北部加勒比海域蕴藏资源丰富，这一发现将有助于哥伦比亚跻身天然气出口国行列。']",['2012-11-19']
['巴以冲突焦灼难解，中东局势持续紧张可能推高油价'],b78a4a3b-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000上周五巴勒斯坦武装分子历史上首次向“圣城”耶路撒冷发射火箭弹，以色列与哈马斯武装冲突正在升级演变成一场持久战。以色列目前正在增兵为持久战做准备。同时上周日在开罗举行的停火谈判已经失败，以色列特使与哈马斯的商谈无果而终，让国际社会结束以色列与哈马斯暴力冲突的努力变得前景渺茫。', '\u3000\u3000据隆众石化网分析师李彦介绍，相比难以平息的巴以冲突，中东危局升级的潜在威胁更值得警惕。巴以的越境炮击让咫尺之隔的埃及也感受到动荡，埃及表示一旦受到以色列威胁，将不会坐视不管。而埃及境内的苏伊士运河和SUMED管道都是全球石油运输的重要途径，若冲突蔓延至此，将明显推高国际原油价格。']",['2012-11-19']
['美国化工行业50个天然气新项目将上马'],b991cd9e-9e97-11e8-9960-000c29c468ed,"['\u3000\u300011月12日，国际能源署（IEA）在其发布的2012年度《世界能源展望》报告中预测，受益于页岩气，到2035年美国有望实现能源独立，美国制造业的竞争力也将大大提升。11月13日，美国化工理事会（ACC）就此表态，对该观点大加赞赏。', '\u3000\u3000IEA预测，美国将受益于长期的、丰富的天然气供应。因为天然气既是热源和电源，同时也是生产各种消费品所用材料的原料。该报告称，美国加大石油和天然气生产，同时加上能效技术的运用，从而保证该国到2035年实现能源自给自足，不再需要从外国进口。', '\u3000\u3000美国化工理事会主席兼CEO卡尔·杜利表示：“IEA的报告再次强调了美国在页岩气开发方面所取得的革命性成果，不仅使我们能够利用丰富而廉价的天然气，由此满足未来能源的需求，同时也为美国制造业的发展提供了强劲的动力。”杜利进一步指出：“其实，在IEA发布这一预测之前，IHS剑桥能源咨询公司的分析报告也刚刚完成。该公司认为，美国不断扩大天然气生产，加上国家层面法规政策的可靠支持才能确保页岩气真正成为美国能源安全的“游戏改变者”。', '\u3000\u3000ACC称，美国化工行业近一段时间已宣布了50个利用天然气的新项目。ACC最近所做的一项研究发现，美国天然气产量的不断增加不仅为化学工业注入活力，同时还将创造120万个新工作岗位。', '\u3000\u3000IEA报告还强调了提升能效在刺激经济增长和降低能源消耗方面的重要性。报告指出，提升能效在建筑节能和工业节能方面将发挥不可替代的作用。ACC的一项研究也表明，在美国，依靠化工产品和技术每年节省的能源足以支持美国一半家庭的用电，节省金额总计达850亿美元。', '\u3000\u3000该报告还详述了提升工业能源效率的重要性。工业能源效率可通过热电联产（CHP）得到提升。热电联产方式的能源效率是老式燃煤发电的2倍。最近美国总统奥巴马确定了一个目标，即到2020年美国的CHP产能应翻番，以此加强美国制造业参与全球经济竞争的能力，同时延长美国天然气的供应期限。']",['2012-11-19']
['美国墨西哥湾地区石油平台爆炸'],bb389308-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000北京时间11月17日凌晨消息，美国当局周五称，墨西哥湾的一个石油平台爆炸起火，导致11人被送院治疗，两人失踪。', '\u3000\u3000据美国海岸警卫队反应部门负责人艾德-库班斯基(EdCubansk)称，其他9人被空运脱离这个平台，泄露的原油在路易斯安那州GrandIsle海岸20英里以外的海面上绵延达半英里。这个平台拥有原油生产而非钻探。', '\u3000\u3000此次事故的伤者已被送往路易斯安那州的西杰弗逊医疗中心，其中有4名伤者伤势严重，预计会被转至巴吞鲁日综合烧伤中心进行治疗。与此同时，救援飞机和直升机仍在这一海域附近搜寻幸存者。据负责这个平台的休斯顿公司BlackElkEnergy称，火灾现已被扑灭。', '\u3000\u3000在这次事故发生的一天以前，美国司法部刚刚宣布与英国石油(BP)达成和解，后者同意支付大约45亿美元以了结美国联邦政府的指控，这些指控来自于该公司2010年在美国墨西哥湾地区的原油泄漏事件。', '\u3000\u3000英国石油昨天表示，该公司将支付40亿美元以了结美国司法部向其发起的所有刑事指控。此外，英国石油还将支付5.25亿美元，以了结美国证券交易委员会(SEC)对其发起的所有证券相关指控。', '\u3000\u3000英国石油同意就与11人丧生有关的油船官员行为失当或疏忽职守的11项重罪罪名认罪，还同意就按照《清洁水法》的一项轻罪罪名认罪，以及对一项妨碍国会的重罪罪名认罪。', '\u3000\u3000上午美国BlackElk采油平台起火的消息助推原油延续稍早涨势，不过海岸警卫队随后表示，该平台在起火时并未开采石油，这帮助缓解了市场紧张情绪。', '\u3000\u3000PriceFuturesGroup分析师PhilFlynn指出：“当曝出采油平台着火的消息时，因担忧中东局势而一直做多布伦特原油/做空美国西德克萨斯中质油(WTI)的交易员进行拟向操作。”', '\u3000\u3000巴以冲突已吸引石油市场关注，市场一直寻找任何恐将冲击中东石油供应的迹象。以色列周五要求多位部长支持招募多达7.5万名预备役军人，此前巴勒斯坦武装的火箭差点击中耶路撒冷，为数十年来首次，对特拉维夫的袭击进入第二天。', '\u3000\u3000周五公布的数据显示，美国10月工业产出较前月下滑0.4%，预估为增长0.2%，9月修正后为上升0.2%。', '\u3000\u3000市场交投动荡，美国12月原油期货在周五收盘时到期，布伦特12月原油期货已于上日(11月15日)到期。', '\u3000\u3000美国12月原油期货升1.22美元，结算价报86.67美元/桶。交投更为活跃的美国1月原油期货上涨1.05美元，结算价报86.92美元/桶，1月布伦特原油期货扬升0.94美元，结算价报108.95美元/桶。']",['2012-11-19']
['奥地利北欧化工收购荷兰塑料企业'],bc81881e-9e97-11e8-9960-000c29c468ed,"['\u3000\u300011月12日，奥地利北欧化工公司宣布，该公司已经达成了一项协议，将收购荷兰塑料企业DEXPlastomers公司。具体的收购细节没有透露。', '\u3000\u3000DEXPlastomers是荷兰皇家帝斯曼公司和埃克森美孚化工公司各拥有50％股份的合资企业。主要生产C8塑性体和线性聚乙烯。']",['2012-11-19']
['越南将成为橡胶生产第三大国'],be02b03c-9e97-11e8-9960-000c29c468ed,['\u3000\u3000商务部消息，越通社报道，天然橡胶生产国协会预测，今年越南天然橡胶产量将达到95.5万吨，同比增长17.6%，越南将取代马来西亚成为世界橡胶生产第三大国。目前，越南主要出口原料橡胶，橡胶制品（主要是轮胎）出口仅占总产量的5%至10%。但预计今后几年一些大型企业新建工厂投入运行时，这一比率将会有所改变。越南橡胶协会称，2013至2014年，越南有望成为世界轮胎最大出口国之一。'],['2012-11-19']
['哈萨克斯坦将继续禁止成品油出口'],beed2950-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000哈萨克斯坦国家石油天然气公司市场营销部副部长布科巴耶夫15日在首都阿斯塔纳表示，明年哈国将继续禁止成品油出口。', '\u3000\u3000布科巴耶夫当天在题为“中亚成品油市场”的研讨会上发言时说，根据此前哈萨克斯坦政府的规定，到今年年底前哈不会允许成品油出口。根据哈萨克斯坦石油天然气部提供的最新消息，明年哈将继续执行这一禁令。', '\u3000\u3000今年7月1日，哈萨克斯坦政府颁布禁令，规定从当天起到今年年底止，一系列成品油不得出口国外，被禁止出口的产品包括轻质馏分油、煤油、柴油以及其它一些成品油。但专用汽油以及日常用燃油不在被禁行列。']",['2012-11-19']
['美国或采取措施弥补对华光伏“双反”漏洞'],c06f8624-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000尽管美国对华光伏“双反”已经终裁，却仍有悬疑未解。近期，美国有参议员发表声明称目前的关税裁决将留下一个漏洞，使中国大陆企业能够回避关税带来的影响，为此应采取措施弥补。业内人士认为，这可能导致美国市场彻底关闭，而产能将涌向其他市场导致竞争进一步加剧。', '\u3000\u3000此前，在光伏企业律师团的争取下，美国商务部已同意对华光伏双反只针对中国大陆为原产地的光伏产品，中国大陆企业可从第三方地区进口电池，然后组装成光伏组件。阿特斯公司总裁兼CEO瞿晓铧表示，“所谓第三方地区主要为中国台湾地区”。', '\u3000\u3000目前，包括几家巨头在内的中国大陆光伏企业都在尝试采取从第三方地区进口电池，组装成光伏组件的方式，来规避美国“双反”。', '\u3000\u3000超日太阳日前也公告称，公司收到了美国ETL认证证书，该证书认证了公司使用中国台湾地区电池片的光伏组件。这标志着公司将不受美国“双反”的限制。', '\u3000\u3000但记者近日从美国大凤凰城经济理事会获悉，美国参议员罗恩·维登已公开表示，在当前规定下，当只有一小部分太阳能电池板在中国大陆以外地区生产时，这些产品是不必额外征收关税的。而如果有必要，他们将采取其他措施来弥补这一漏洞。', '\u3000\u3000“我觉得，这些行动选择的时机非常糟糕，并且会将太阳能战争升级和加剧乃至动摇整个行业。相反，我们鼓励双边贸易谈判，以便找到一个对于太阳能市场有利且两国共赢的解决方案。”美国大凤凰城经济理事会CEO巴里·布鲁姆（BarryBroome）对本报记者说。', '\u3000\u3000他表示，目前还不清楚下一步动作会是什么，“但我们不支持任何形式的贸易保护主义政策，当然也肯定不会支持实施更严厉的关税。”', '\u3000\u3000他指出，在过去数月的美国总统竞选中，反中国的言论甚嚣尘上。这是件不幸的事情。而现在，选举已经结束，“我们觉得我们有机会尽量扭转当前的不利局面”。', '\u3000\u3000“美国对华光伏‘双反’的影响之前已经有了，如果再采取更严厉措施的话意味着整个美国市场将完全关闭。”可再生能源学会一位副理事长在接受本报记者采访时说。', '\u3000\u3000事实上，即便中国大陆企业绕道也还是备受掣肘，首先就是中国台湾地区的光伏电池产能并不足以应付如此巨大的采购量；同时，不论采取第三地采购，或在海外投资建厂，都会增加光伏企业的生产成本。', '\u3000\u3000如很早就登陆美国市场的尚德有计划在当地增聘150名员工。而巴里·布鲁姆担心，征收惩罚性关税会导致该计划搁浅。', '\u3000\u3000一家A股上市光伏企业负责人则表示，尽管该公司的国外市场主要分布在欧洲，美国几乎没有。但由于原来出货到美国的公司现在也转向其他地区，导致其他地区的竞争开始加大。', '\u3000\u3000据他透露，目前整个行业晶体硅电池的毛利率在0-5%之间。']",['2012-11-20']
['塔吉克1-10月进口石油产品近30万吨'],c06f8625-9e97-11e8-9960-000c29c468ed,['\u3000\u3000据塔吉克能源工业部消息，1-10月份塔吉克进口石油产品29.67万吨，比去年同期减少6.49万吨，其中从俄罗斯进口17.45万吨，占比58.8%；从土库曼进口5.5万吨，占比18.6%，比去年增长1.1万吨；从吉尔吉斯进口3.19万吨，占比10.8%，比去年增加2.86万吨；从哈萨克进口1.17万吨，白俄罗斯0.91万吨，乌兹别克0.71万吨，阿塞拜疆367吨，乌克兰76吨等。1-10月塔进口汽油13.13万吨，柴油9.95万吨，喷气燃料4.19万吨，重油5300吨，沥青9100吨等。从价格来看，塔进口汽油价格为每吨1124美元，柴油价格1083美元等。'],['2012-11-20']
['尼日利亚天然气开发总规划面临挑战'],c2e5de62-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000据尼媒体报道，对新石油法草案纷争不断使国内外投资止步观望并使2011年大张旗鼓启动的尼日利亚天然气开发总规划目前面临停滞。业内相关人士指出，正在议会讨论的新石油法有关财税条款诸如将尼国家石油公司部分私有化、将深水油田开发所得税提高至50%以及赋予石油部长对行业内所有机构监管权力等，将使多数气田项目无法盈利，导致投资前景黯淡，从而使该行业到2016年所需价值约300亿美元（约合48万亿奈拉）的投资无法实现。', '\u3000\u3000尼已探明的天然气储量约188万亿立方英尺，名列世界第九，潜在储量更大，600万亿立方尺。目前尼天然气日产量不到10亿立方尺，计划到2015年提高至30-40亿立方尺，这需要300亿美元巨额资金投入基础设施建设，而尼政府无力独自承担。近30年来，尼政府只完成了从Escravas至拉各斯不足600公里的管道建设，而尼全国需要长约1万公里的管道。在新石油法拟定前，尼天然气行业业绩尚可。过去6年中产量提高了3倍，2007年以来上游投资达200亿美元，建造了2座燃气电站（Afam和Okpai）。如果新石油法就此通过，到2020年，73%的新气田生产将无利可赚，230亿美元的投资将面临风险，天然气日产量将下降56%，相当于每天70万桶原油，电站的燃料供应也将无法保证。此外，整个油气行业就业将从目前的66万人减少40%，2020年降至44万人。']",['2012-11-20']
['伊朗石油部长称伊不存在天然气短缺问题'],c41d6a3e-9e97-11e8-9960-000c29c468ed,['\u3000\u3000《德黑兰时报》报道，伊朗石油部长RostamQasemi14日对外声称，因为伊朗和土库曼斯坦未就采购条件达成协议，伊朗已经停止了从土库曼斯坦进口天然气，但如果两国能够达成协议，可能将重启进口。此外他还说，即便停止从土进口，伊朗也不存在天然气短缺问题。'],['2012-11-20']
['土库曼斯坦计划明年开始世界第2大气田生产'],c41d6a3f-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000据路透社11月18日阿什哈巴德报道，土库曼斯坦政府的一名高级官员周日在阿什哈巴德表示，土库曼斯坦计划明年开始世界第2大天然气田Galkynysh气田的天然气生产，土库曼斯坦将冒俄罗斯反对的风险开辟通往欧洲和亚洲的新的得到欧盟和美国支持的供应通道。', '\u3000\u3000这名高级官员是在出席一次能源会议期间对媒体记者发表上述讲话的。他说，土库曼斯坦将建造两条专门运送产自Galkynysh气田天然气的新天然气管道，一条通往巴基斯坦和印度，另外一条将穿越里海通往欧盟，来减轻欧盟对俄罗斯天然气的依赖。', '\u3000\u3000土库曼斯坦拥有世界第4大天然气储量，仅次于俄罗斯、伊朗和卡塔尔。Galkynysh气田（此前曾被称为南约洛坦气田）估计拥有13.1万亿至21.2万亿立方米天然气储量。', '\u3000\u3000中国石油天然气集团公司、总部设在迪拜的海湾油气公司、在英国上市的Petrofac公司和一个由韩国LG国际公司与现代工程公司组成的财团时下正根据一项服务合同开发这个世界第2大气田。']",['2012-11-20']
['EIA：今后25年全球煤炭消费将增长65%'],dfed5792-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000智利《三点钟报》10月14日报道，国际能源组织（AIE）预计，今后25年煤炭作为能源需求将增长65%。', '\u3000\u30002000年以来，煤炭消费年均增长4.9%，而石油年均增长1.1%，天然气年均增长2.8%。仅仅2010年一年使用煤炭的电厂增加5.4%，煤炭发电量占总发电量的43%。', '\u3000\u3000煤炭能源增长较快的原因，除中国新建使用煤炭电厂增加外，对核电安全的担心、非传统可再生能源的高成本也是促使煤炭能源增加的原因。随着新技术的使用，煤炭能源污染问题得到较好解决。', '\u3000\u3000根据国际能源组织公布的资料，2010年石油占全球能源总量的34%，煤炭占26%，天然气占21%，可再生能源占3%；预计2020年石油占30%，煤炭占27%，天然气占22%，可再生能源占5；2030年石油占28%，煤炭占27%，天然气占21%，可再生能源占6%；2050年石油占20%，煤炭占27%，天然气占16%，可再生能源占8%。']",['2012-10-19']
['俄罗斯磷钾肥出口双降'],e1ac812a-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000来自俄罗斯的统计数据显示，今年该国总体上钾肥、合成氨和二铵的出口量均出现下降，但由于与印度签订了磷铵大合同，8月份的二铵出口量同比猛增了218％。', '\u3000\u3000８月份，俄罗斯氯化钾出口量为51.269万吨，同比下降了29.1％。其中48％通过船运或铁路出口到了中国，14％出口巴西，13％出口印度。今年到目前为止，俄罗斯氯化钾出口量总计达到530万吨，同比增加了13.8％。俄罗斯主要钾肥供应商之一的乌拉尔钾肥公司上周宣布，今年第三季度共生产钾肥260万吨，而去年同期的这一数字为280万吨。今年截至目前的产量为740万吨，同比下降了8.6％。今年截至目前，俄罗斯钾肥出口量下降至160万吨，同比降幅为32.7％。', '\u3000\u30007月份，俄罗斯合成氨出口量约为26.3万吨，同比增加了8％，2011年7月的这一数字约为24.4万吨。今年截至目前，俄罗斯合成氨出口总量下降了32.7%，降至160万吨。今年1－7月份，俄罗斯合成氨出口量也比2011年同期的240万吨有所下降。', '\u3000\u3000今年8月份，俄罗斯二铵出口量猛增了218％，增至11.54万吨，使该国今年截至目前的出口总量达到86.42万吨，但比2011年同期下降了3.63万吨，降幅为11.4％。俄罗斯8月份二铵出口大幅增加得益于与印度的大合同，合同量共计8.9585万吨。']",['2012-10-17']
['印肥企扩建磷复肥产能'],e340212c-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000据外媒报道，印度BEC化肥公司计划投资7.5亿卢比扩建其位于切蒂斯格尔邦的比拉斯布尔厂，扩建后，普钙产能将由40万吨/年提高到44万吨/吨，复合肥产能由4.5万吨/年提高到44万吨/年。同时，硫酸产能将由10万吨/年提高到14万吨/年。', '\u3000\u3000此外，该公司还提出要扩建其位于马哈拉施特拉邦的沃尔塔区Pulgaon普钙/复合肥厂，计划普钙产能由6.6万吨增加到15万吨。颗粒状普钙/复合肥和定制化肥产能由6万吨增加到20万吨。硫酸产能由2.2万吨增加到5.5万吨。目前该项目正在进行环境影响评估。']",['2012-10-16']
['美国科学家开发出全新天然除草剂'],e4e4995e-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000据Agropages报道，美国佛罗里达州立大学的科学家成功开发出一种可以用于传统和有机农业的天然除草剂thaxtomin。这一物质由链霉菌属细菌自然产生，而链霉菌属细菌是引起世界范围内马铃薯作物主要病害之一马铃薯疮痂病的罪魁祸首。近期，《自然化学生物学》杂志上发表了这项制备天然除草剂thaxtomin关键步骤的研究，此项研究将有助于thaxtomin除草剂的商业化生产。', '\u3000\u3000据绍，thaxtomin可引起植物细胞壁异常生长因而可以防除杂草。而在此项研究中，研究人员发现了该除草剂合成的一种关键酶，如果没有这种酶，thaxtomin将无法产生。与此同时，它还可以增加细菌生成thaxtomin的量，研究人员可通过促进该酶的合成，创造出一种能生成大量thaxtomin的新菌株，将有助于thaxtomin的商业化规模生产。', '\u3000\u3000研究人员表示，这一物质可在出苗前应用以防除杂草，此时杂草刚开始发芽，对thaxtomin非常敏感。同时因为它是一种由细菌合成的天然除草剂，而非实验室合成，也可以应用于有机农业生产中。天然除草剂与实验室合成的除草剂相比，其优势在于靶标杂草更专一，在土壤中降解也更快。因为这正是自然界中常见的土壤中有机体分解有机物的过程。']",['2012-10-15']
['斯里兰卡与马来西亚签首个油气勘探合作备忘录'],e67afbaa-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000斯里兰卡和马来西亚有关石油资源机构10月11日在科伦坡发表的一项新闻公报表示，斯马两国签署了首个油气勘采谅解备忘录，从而为两国在这一领域更广泛的投资合作铺平道路。', '\u3000\u3000这项协议由斯里兰卡石油资源开发秘书处与马来西亚总理府下属马来西亚石油资源公司签署。马石油资源公司总裁埃米尔称，该项协议的签署为斯马双方在油气领域的商业与投资合作提供了良好机遇。他认为，斯里兰卡油气工业发展潜力巨大，且战后经济增长迅速使斯里兰卡成为外国投资者进入南亚地区市场的重要平台。', '\u3000\u3000公报称，在上述协议签署后，斯马两国有关公司又签署了关于炼油厂、发电厂及基建项目投资合作文件。', '\u3000\u30002009年长达30年内战结束之后，斯里兰卡重新启动海上油气勘采活动。去年印度凯恩石油公司宣布发现了两个气田，但是否具有商业开采价值尚不得而知。']",['2012-10-13']
['美国企业在华销售及盈利继续增长'],e830675a-9e97-11e8-9960-000c29c468ed,"['\u3000\u3000美中贸易全国委员会１０日公布的一项报告显示，美国公司继续在中国市场实现销售和盈利的强劲增长。', '\u3000\u3000报告显示，三分之二的美国公司认为过去一年它们在中国的营收增幅超过１０％，７５％的公司表示它们在中国业务的利润率高于全球市场的利润率。', '\u3000\u3000这份报告所调查的企业包括制造业、服务业、农业和资源等众多行业，其中８１％的企业在华经营超过１０年。报告指出，在全球经济面临不确定性的背景下，中国经济的表现依旧是对美国企业的巨大吸引。９４％的受访企业把中国作为全球市场的重中之重。', '\u3000\u3000报告还反驳了“人民币汇率有损美国企业在中国市场竞争力”的观点，指出汇率问题并非美国在华企业的重要关切。超过９０％的受访美国企业表示，进军中国是因为看好中国市场，而不是为了在境外生产然后把产品运回美国。', '\u3000\u3000美中贸易全国委员会主席约翰·弗里斯比（中文名傅强恩）说，汇率问题甚至算不上美国企业最关心的前２５个问题，这提醒美中商业利益攸关方需要把注意力集中在关键性的问题上。', '\u3000\u3000美中贸易全国委员会是在华经商的美国企业的组织，代表约２４０家与中国从事商贸往来的美国企业，其中包括波音、微软、摩托罗拉和可口可乐等国际著名企业。']",['2012-10-11']
